left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
eza,0.4532146,0.4731476,0.47628236,0.5454831,0.4153856,0.4919698,0.32894787,0.40794846,0.4485917,0.5107624,0.34515578,0.44931188,0.5038683,0.4146136,0.52799433,0.35665897,0.4031456,0.50827134,0.4012981,0.51510566
ezc,0.75049216,0.60426927,0.6840342,0.3833763,0.74607164,0.5836534,0.36832148,0.5633987,0.65862834,0.64493644,0.62749285,0.6240806,0.64097744,0.5544824,0.4109192,0.60018474,0.5186672,0.716498,0.32626265,0.662606
ezn,0.5053379,0.5211863,0.6402775,0.444724,0.47544125,0.46639732,0.6749798,0.5024519,0.43400434,0.5107051,0.52426785,0.49586833,0.44782516,0.47401965,0.4799048,0.48561177,0.6224313,0.6426325,0.485409,0.4532701
ezz,0.5488294,0.53177977,0.5120806,0.5242261,0.48567018,0.47740716,0.51015764,0.4805905,0.4948581,0.49552464,0.5177585,0.5087222,0.5261281,0.52613014,0.5497406,0.36717987,0.5060893,0.4616548,0.5263132,0.4460861
faa,0.6871058,0.63608146,0.45081112,0.55438197,0.37009433,0.6041588,0.7766684,0.37995026,0.6132142,0.37613645,0.3915993,0.6671134,0.66234356,0.6862217,0.41398108,0.51517445,0.60162973,0.32585803,0.6074536,0.6248658
fae,0.4535839,0.38033757,0.48011982,0.3947736,0.3920597,0.4570866,0.38530365,0.4671439,0.45981732,0.44225702,0.5595633,0.40417606,0.42467564,0.45882437,0.4107077,0.557095,0.42375317,0.57632935,0.44297257,0.41277412
fbl,0.43088362,0.5777884,0.51702106,0.57046926,0.4652064,0.3678655,0.60935396,0.40044054,0.5867775,0.44899386,0.753581,0.4867251,0.4664113,0.5356284,0.5202057,0.4647687,0.44226125,0.66090435,0.4431364,0.5288842
fbt,0.35837078,0.36510828,0.46931112,0.40381002,0.34872088,0.44903484,0.3752424,0.32271883,0.33102176,0.3346305,0.36552125,0.38081306,0.36669862,0.3682507,0.38758728,0.35998276,0.37866908,0.3414472,0.36742055,0.35741392
fby,0.46080557,0.37213334,0.46582484,0.45490882,0.36597145,0.47135115,0.36760527,0.6182843,0.44832665,0.38779095,0.48348755,0.36214444,0.4189255,0.49372834,0.47478595,0.3976929,0.43994564,0.48368445,0.4078784,0.5366004
fcg,0.5454638,0.65790653,0.4890979,0.6599872,0.5677165,0.7646922,0.7346027,0.56503755,0.6562148,0.58391213,0.64384544,0.50386703,0.69689465,0.42858955,0.41137415,0.4516594,0.73167336,0.37790117,0.72493905,0.39256302
fch,0.50979537,0.4255861,0.4886365,0.4497743,0.42322803,0.5187866,0.4616545,0.5258178,0.41309145,0.49651474,0.43520284,0.4357705,0.4081999,0.4714679,0.43337065,0.50729954,0.45895466,0.50704706,0.47215545,0.45167255
fck,0.5424823,0.61022496,0.649735,0.4092139,0.42647916,0.6205461,0.44925138,0.7041785,0.45980015,0.5863237,0.6212425,0.67584735,0.52683246,0.6687338,0.40440783,0.66964024,0.73783475,0.7798131,0.6051972,0.45731556
fcm,0.5671031,0.55639166,0.61352277,0.6030213,0.6066557,0.59725,0.44566047,0.51194584,0.52184635,0.49347487,0.6236403,0.6418464,0.6597115,0.5797684,0.50704616,0.4829448,0.44941598,0.5725891,0.45052654,0.4595338
fcq,0.5904835,0.528801,0.65723515,0.342234,0.5780525,0.5854379,0.5300284,0.60604,0.5984036,0.6432839,0.37290558,0.70537204,0.5051809,0.5560756,0.58168477,0.6252686,0.46205664,0.57921106,0.4003752,0.52276164
fcr,0.4442287,0.6308902,0.56667125,0.6188899,0.56620026,0.5042845,0.51987654,0.38240176,0.36541766,0.6165914,0.63842404,0.5817812,0.52168435,0.43012398,0.60306275,0.5840057,0.5499712,0.51816934,0.6200443,0.5543072
fct,0.40720117,0.72439444,0.58528197,0.6712653,0.45555195,0.6929367,0.6855176,0.46969903,0.51565975,0.48446876,0.3991501,0.7742985,0.42826334,0.67449576,0.5533776,0.62855715,0.44222188,0.72811764,0.70210963,0.62473166
fcw,0.5415298,0.44086215,0.6246165,0.7660319,0.5422286,0.49012235,0.6464692,0.44409072,0.3888997,0.6832349,0.34775314,0.58829486,0.6434611,0.3705547,0.71426314,0.46079564,0.65290517,0.38681915,0.4222457,0.43197095
fdl,0.6966711,0.4865225,0.66778576,0.41504773,0.5611833,0.46072477,0.38579434,0.46476322,0.73502415,0.5586506,0.5733846,0.4918207,0.6682137,0.32683522,0.6607809,0.7042864,0.33824196,0.6072313,0.653677,0.39470288
fdr,0.5628771,0.5679368,0.43278956,0.33563885,0.549063,0.4348681,0.529507,0.58392286,0.6126403,0.45377463,0.484496,0.54783154,0.5532831,0.5614718,0.5952402,0.5300936,0.514003,0.58885413,0.4317625,0.5732729
fds,0.48784792,0.59627897,0.4073013,0.5314926,0.39890382,0.5904295,0.51671475,0.58726454,0.40888107,0.5404563,0.47413403,0.6420347,0.4920618,0.4226648,0.5219804,0.5276052,0.73295885,0.6975652,0.48035398,0.5577175
fdv,0.5921088,0.7221339,0.5815941,0.6480121,0.6109567,0.41075024,0.52502835,0.4524018,0.6271332,0.40818462,0.44602197,0.5355249,0.5221613,0.70885926,0.43717408,0.7161898,0.6464904,0.67572683,0.4126084,0.7206213
fee,0.5684325,0.5993936,0.55524474,0.42460078,0.5003339,0.5798237,0.6497726,0.5403991,0.625232,0.70367455,0.6255653,0.52654046,0.6825112,0.5687178,0.5661875,0.44579732,0.5466279,0.62109214,0.4466972,0.5496067
fef,0.46150365,0.6288781,0.43161884,0.37704968,0.68850553,0.6036598,0.5478569,0.72846234,0.6746542,0.66296625,0.6540736,0.6552778,0.72641575,0.64082384,0.6107723,0.4972313,0.38250962,0.36764747,0.39637238,0.39751405
few,0.56303847,0.6926324,0.6468052,0.67739016,0.55689204,0.3901025,0.3884034,0.63312054,0.42460683,0.46505263,0.58916503,0.5856628,0.68502086,0.6606375,0.42167142,0.5650644,0.5868954,0.55990404,0.43599397,0.7210574
ffd,0.487457,0.4479441,0.5771412,0.47257888,0.5771934,0.41724184,0.47635925,0.47459802,0.43332776,0.50772524,0.584206,0.5452715,0.43255803,0.460275,0.65245277,0.4966396,0.3875105,0.44036493,0.48422664,0.57246125
ffw,0.55201364,0.37194744,0.53562087,0.60859656,0.39197785,0.6117621,0.31535068,0.32914007,0.41371924,0.46944192,0.6755942,0.5411163,0.575353,0.6215058,0.51139075,0.7101821,0.47956437,0.54182804,0.5702023,0.46548054
ffx,0.5056668,0.6405525,0.43222123,0.6636221,0.6419212,0.51538646,0.59290755,0.36791274,0.44754565,0.5528302,0.6777044,0.39024237,0.5665645,0.5196304,0.5506323,0.5569756,0.59195787,0.60181504,0.644372,0.59128475
fgb,0.49884653,0.7304726,0.5150727,0.54350317,0.46666834,0.6733987,0.635784,0.658979,0.64470524,0.56049776,0.5776541,0.60554504,0.5889953,0.40184745,0.45264715,0.50728726,0.60183567,0.64093274,0.6070576,0.64745283
fgf,0.3285528,0.39352491,0.7063296,0.6517145,0.43441844,0.7357015,0.38379008,0.53535175,0.6499827,0.4152894,0.6269133,0.7659388,0.57486576,0.45906615,0.39577475,0.6584218,0.69338226,0.69132525,0.62798184,0.5209464
fgl,0.5026988,0.4663752,0.44782788,0.37025377,0.41031885,0.4100129,0.39359725,0.3907771,0.4103071,0.42700198,0.4954351,0.53796184,0.32753012,0.45398203,0.36507195,0.4105141,0.36829475,0.39959097,0.51534784,0.42915964
fgo,0.5288217,0.5839475,0.36721653,0.49515757,0.46491545,0.7248568,0.63454586,0.66438806,0.38504586,0.44389027,0.67968756,0.3545681,0.64154583,0.6512923,0.38146937,0.65888965,0.5448646,0.60562116,0.729324,0.5474367
fgt,0.60416967,0.8059855,0.38618472,0.6685465,0.45942757,0.36207876,0.4445978,0.59067637,0.38741827,0.62596977,0.61657584,0.5220249,0.5907315,0.36050057,0.68116087,0.64667684,0.6900263,0.58628,0.56126845,0.7576974
fgw,0.70861435,0.51273,0.6980026,0.32908645,0.4161473,0.4539201,0.45427245,0.44379377,0.61642945,0.67148054,0.6662535,0.69582707,0.38889048,0.5542584,0.75025487,0.74221843,0.4120838,0.7819658,0.5908928,0.7012854
fgx,0.6580045,0.5753891,0.53829443,0.5425613,0.47280785,0.6713747,0.5117961,0.59669536,0.5403916,0.52711487,0.5398357,0.5433827,0.48626375,0.44906467,0.66037846,0.4145821,0.36118206,0.71965,0.5309679,0.4213643
fha,0.5030217,0.48570058,0.43554506,0.35833254,0.4759104,0.44852754,0.48739842,0.5196658,0.40269223,0.46959728,0.4110624,0.4294245,0.3476424,0.38404492,0.4546751,0.35987693,0.44659466,0.4223878,0.54849917,0.65651685
fhd,0.6389269,0.62018436,0.6632055,0.61017084,0.54442894,0.5262162,0.5982887,0.31749082,0.61351156,0.671509,0.63826805,0.67841136,0.60645086,0.48909974,0.61682314,0.6080709,0.5884417,0.6181046,0.47744665,0.4614166
fhh,0.5514026,0.6470007,0.59346575,0.57310504,0.36276907,0.41559714,0.32016087,0.38573468,0.31760243,0.6131733,0.3681935,0.6691343,0.43966278,0.5644172,0.41891807,0.7003642,0.50754756,0.38313174,0.6268578,0.5531108
fhw,0.4389092,0.6290379,0.57925946,0.63146216,0.6670576,0.6919174,0.47565323,0.6755661,0.6899401,0.45434344,0.36967814,0.6159826,0.62746525,0.6463208,0.44031283,0.6824522,0.65291226,0.65777946,0.5819019,0.6679978
fhz,0.7022971,0.6696775,0.68898404,0.4143256,0.34483388,0.764473,0.30078122,0.584819,0.3315091,0.71701795,0.6883923,0.71971744,0.33202267,0.77093136,0.41536155,0.61248076,0.41194847,0.6035951,0.67644906,0.6511509
fig,0.6276069,0.58546937,0.58552736,0.50185585,0.6786107,0.6629047,0.5407881,0.41269505,0.439775,0.5925255,0.6131658,0.68541867,0.57763267,0.44570437,0.60151494,0.6180837,0.64328396,0.5681472,0.60174865,0.36092928
fij,0.45203468,0.52834636,0.5472007,0.42716932,0.38184857,0.4837473,0.82969356,0.5148607,0.64795417,0.3908245,0.46968016,0.43713483,0.67306334,0.49782896,0.3939612,0.6973116,0.70867825,0.30754986,0.6116069,0.35245797
fjh,0.35992357,0.3743875,0.500906,0.37588447,0.4348632,0.43741834,0.36233002,0.3127006,0.39448354,0.33624393,0.49750268,0.4888871,0.4012934,0.46661755,0.52098775,0.29864734,0.41809997,0.34231457,0.45536804,0.3493681
fjk,0.41788378,0.39569107,0.48862866,0.37778997,0.52984166,0.45526364,0.57084554,0.3939416,0.48866373,0.40431523,0.44123068,0.43334213,0.5080323,0.48100224,0.49648964,0.5428132,0.45244235,0.44827336,0.47094584,0.44131845
fjn,0.4833093,0.5215241,0.50699234,0.54641473,0.5356959,0.4890327,0.49025092,0.5097251,0.46133262,0.6395451,0.43531945,0.56456643,0.45932168,0.5218553,0.559673,0.4670986,0.5268125,0.57885265,0.47541133,0.4449241
fjz,0.5955011,0.5443759,0.53534955,0.5544455,0.59263587,0.54555637,0.39404568,0.5656538,0.55217457,0.5851956,0.5201774,0.48764217,0.5016072,0.43403533,0.55541396,0.57134336,0.48160234,0.40573156,0.60832804,0.57875955
fkh,0.4557298,0.45601413,0.4752478,0.4138176,0.48506787,0.41176146,0.47860602,0.519651,0.4456733,0.47759545,0.43495882,0.48934457,0.40919125,0.4619158,0.4424909,0.44257966,0.39325675,0.5240421,0.43827152,0.5413565
fkl,0.46419412,0.4061691,0.48982894,0.39963913,0.6008926,0.63685626,0.6511227,0.44952855,0.52358276,0.6329985,0.6834567,0.64911646,0.6660456,0.6261099,0.69171715,0.5692534,0.56706923,0.6520999,0.6125936,0.6502988
flj,0.5109322,0.59816635,0.6169748,0.38194174,0.47423205,0.45675865,0.6932239,0.4873789,0.40192297,0.35618812,0.3606195,0.57492995,0.51299024,0.5461342,0.57204515,0.67422146,0.50713086,0.5754474,0.5024832,0.6047151
fmq,0.4261464,0.41769996,0.6549844,0.47307938,0.5213314,0.42213827,0.36885887,0.49250144,0.43644363,0.40970454,0.40052807,0.4857062,0.51569617,0.58656067,0.49482647,0.34307402,0.47227806,0.40186608,0.39884675,0.4904159
fmr,0.6363336,0.45153415,0.7164758,0.5788104,0.57803005,0.5934087,0.69040126,0.44795442,0.4645316,0.6597816,0.62824184,0.67497176,0.662378,0.72188634,0.46364105,0.76843613,0.6391761,0.42258468,0.6871524,0.6422677
fne,0.37478712,0.42486617,0.5443943,0.43219203,0.6459276,0.5799871,0.6056128,0.52788645,0.61551654,0.5370179,0.59851766,0.6248333,0.5923384,0.54115486,0.3995121,0.50990343,0.40979427,0.52340436,0.55414486,0.6336107
fnj,0.5282506,0.3885104,0.4407064,0.3168047,0.35780564,0.31640068,0.36011842,0.344792,0.31503946,0.49359733,0.72653687,0.4319671,0.38191447,0.4972747,0.4246581,0.4918081,0.33105868,0.47179267,0.38876724,0.3301713
fnw,0.47353545,0.45075646,0.4580263,0.5032953,0.42793345,0.5268054,0.44129243,0.6136308,0.5980794,0.45814678,0.4662166,0.4521999,0.42508346,0.4096412,0.4113947,0.44341692,0.5730249,0.46760613,0.47943538,0.47815272
fob,0.38933522,0.5929657,0.74710596,0.42292365,0.56941426,0.56721246,0.60747534,0.5217985,0.66160965,0.6402746,0.49036807,0.6418373,0.62490827,0.6016234,0.5635009,0.332014,0.5825244,0.5729341,0.6354675,0.5678684
foh,0.31965932,0.38998675,0.4516333,0.54586864,0.39683044,0.388365,0.43759802,0.4099168,0.5566502,0.4807499,0.515634,0.49643058,0.45485866,0.48838124,0.52219766,0.3975158,0.414536,0.70877826,0.5373477,0.42076123
foi,0.6509889,0.36502028,0.520806,0.66165507,0.5043595,0.5551124,0.390893,0.39518675,0.6429137,0.5015502,0.6577203,0.50949836,0.6997553,0.65440166,0.41265348,0.42499277,0.5050415,0.39394486,0.64415187,0.39291474
fpa,0.4059826,0.52884674,0.44545582,0.38327622,0.4786411,0.48783222,0.41830736,0.44144118,0.3986624,0.48989195,0.46843854,0.41389865,0.48404855,0.4178579,0.44686797,0.4307335,0.39636868,0.49327096,0.38556945,0.607174
fpi,0.64537525,0.57791847,0.52722645,0.6432819,0.6489541,0.7172722,0.5381353,0.7005612,0.5603532,0.62565684,0.62612414,0.46817386,0.41558406,0.64191586,0.38938832,0.59700453,0.5510324,0.504304,0.6155859,0.67043954
fpo,0.35233974,0.334159,0.66366583,0.6137066,0.67917705,0.3885529,0.6039431,0.40194127,0.31050357,0.30439234,0.35114542,0.46752882,0.4010245,0.6470715,0.69676244,0.5653859,0.299014,0.5710278,0.6754928,0.41014662
fps,0.45518914,0.45019907,0.4448306,0.36253434,0.46768904,0.42451954,0.474566,0.39907312,0.38252378,0.37403747,0.347009,0.38395387,0.43628883,0.4401833,0.44189343,0.36967826,0.358462,0.37765664,0.44058278,0.3727386
fpv,0.6813373,0.50028837,0.6319752,0.5224973,0.7354722,0.46820557,0.430806,0.62396306,0.75409466,0.5303971,0.37478277,0.47485065,0.6670269,0.39405146,0.4786383,0.6979191,0.5923669,0.66995925,0.6858593,0.37197447
fqf,0.38843843,0.50480694,0.57220685,0.31914532,0.58346146,0.3388162,0.3981568,0.6107353,0.5768105,0.48865616,0.5983727,0.34955174,0.6466495,0.5596447,0.36154926,0.59031236,0.5519091,0.66933244,0.4357243,0.53986967
fqs,0.6348448,0.62268496,0.4956098,0.59828806,0.67187357,0.6122167,0.407563,0.469209,0.58443713,0.7247121,0.6450161,0.6847349,0.65516853,0.62439305,0.47413668,0.510142,0.61803293,0.3857201,0.6248378,0.6687866
frc,0.42611003,0.3975973,0.536588,0.42077097,0.47377682,0.45941147,0.4724354,0.42913854,0.46080476,0.53071964,0.40559837,0.48472214,0.47293535,0.4853435,0.5443045,0.46138987,0.5365937,0.52808994,0.4828104,0.46780363
frg,0.3253989,0.3963209,0.4722672,0.39626443,0.34114036,0.4081664,0.3720158,0.39813542,0.4060203,0.4929665,0.38060045,0.39309657,0.35493317,0.3560876,0.40202972,0.36624452,0.33712575,0.35080513,0.4551192,0.38253698
frm,0.43295127,0.62966406,0.6829854,0.5871771,0.64140487,0.71774113,0.5384567,0.55526334,0.5566305,0.46005648,0.58340997,0.4807012,0.3372477,0.5415035,0.6397471,0.35373148,0.34374315,0.5344032,0.3815451,0.3553874
fsd,0.582967,0.6389731,0.5413422,0.49738172,0.43629462,0.4334369,0.4245713,0.4574145,0.5711276,0.6338044,0.5867566,0.3725878,0.51724535,0.55506724,0.6030002,0.5351064,0.6104762,0.49508443,0.4214367,0.55833906
fsj,0.60393256,0.39633048,0.41853544,0.39894158,0.6256241,0.6624891,0.6705586,0.47428662,0.53689015,0.39601016,0.71450883,0.44445243,0.6640115,0.67531186,0.3776879,0.44381106,0.7532837,0.6431314,0.4613857,0.67052114
fso,0.4496024,0.6096044,0.6711576,0.73185337,0.643354,0.5095432,0.39772946,0.41023663,0.3941152,0.5538399,0.5478446,0.5056937,0.33271167,0.47695574,0.57346123,0.3176208,0.64306647,0.539398,0.57327986,0.7143728
fsv,0.5561583,0.6887121,0.61303896,0.5441919,0.5579685,0.42239085,0.42108068,0.39369905,0.6616242,0.4794314,0.69833744,0.78594697,0.5510948,0.4260657,0.3905261,0.3867071,0.4461517,0.7139905,0.5080103,0.71773964
fsx,0.34651953,0.66611713,0.5453613,0.63567775,0.56624985,0.6642441,0.3751223,0.63239026,0.45614937,0.43031666,0.57210535,0.5517678,0.5778272,0.4368274,0.39429176,0.40089163,0.5743249,0.5905155,0.34390953,0.6407536
fsz,0.74876434,0.55329967,0.35417578,0.46670142,0.60418797,0.38635728,0.34046492,0.6115436,0.56441104,0.60665613,0.5663475,0.5973683,0.666995,0.5936482,0.52545327,0.39789847,0.4108075,0.33753502,0.76067686,0.6770953
fta,0.41329917,0.66607416,0.51102614,0.81351435,0.6745349,0.4613999,0.3828377,0.60655814,0.6906434,0.47554028,0.3987392,0.6651841,0.7065173,0.58908564,0.478076,0.6112699,0.6204463,0.7027435,0.52578986,0.4316816
ftk,0.46972728,0.49020544,0.6012482,0.46136868,0.43804288,0.45279756,0.4712138,0.47175026,0.51715,0.4858967,0.47768092,0.48703164,0.4883578,0.40663353,0.48722237,0.45977297,0.52407074,0.43540484,0.55066246,0.5111474
fuf,0.6846308,0.36937135,0.4323244,0.65033126,0.631253,0.44069594,0.5793693,0.6086222,0.4332952,0.3509988,0.5870742,0.58679914,0.5676096,0.6225785,0.56260073,0.41591635,0.39539197,0.511633,0.46836945,0.6967336
fuz,0.2772956,0.4254493,0.3780233,0.4157176,0.42406473,0.4814921,0.36672994,0.5281545,0.34151387,0.49845123,0.34976423,0.31392068,0.49358398,0.36456263,0.49003828,0.32506365,0.4547817,0.41329175,0.3790389,0.4121222
fvl,0.51368546,0.4358617,0.41213995,0.45971408,0.45383474,0.42839146,0.47297123,0.44193658,0.4790804,0.5765925,0.44535184,0.6707766,0.42311746,0.4523716,0.5041587,0.43041518,0.47665977,0.5482372,0.55363977,0.5056727
fvo,0.32396844,0.43975416,0.40335163,0.43004048,0.41060835,0.37707934,0.44814697,0.3801469,0.29221734,0.3144368,0.4139791,0.32675102,0.4067611,0.39515314,0.261425,0.41243303,0.36643627,0.29597685,0.41885534,0.38927197
fvr,0.6840831,0.56885,0.41920513,0.6887094,0.6322752,0.6555408,0.44739345,0.55000675,0.4419665,0.61430794,0.6462002,0.5178136,0.63397634,0.43605113,0.43257576,0.40685928,0.37189975,0.38717237,0.6120868,0.68126667
fvu,0.5387075,0.4200474,0.51465863,0.555297,0.48283634,0.47896847,0.55792046,0.50950646,0.45658064,0.5792956,0.54723465,0.57365865,0.46884656,0.50185347,0.43601897,0.53784764,0.50330204,0.47042993,0.47349343,0.53840184
fwc,0.709168,0.4224128,0.5269137,0.5535102,0.4919184,0.55917114,0.76274264,0.64215225,0.76664597,0.701956,0.6455953,0.42677063,0.5504612,0.39968976,0.65575534,0.60983926,0.46021208,0.74200237,0.6606177,0.7376867
fwl,0.48214635,0.44844118,0.6259825,0.6997669,0.4872365,0.4526257,0.49112627,0.6583878,0.48485032,0.58458084,0.52869254,0.5693056,0.32867557,0.73287314,0.46790162,0.45706454,0.32274663,0.6107828,0.7188014,0.64314
fxa,0.5437617,0.6317123,0.6423816,0.49842072,0.56736803,0.4762626,0.568384,0.5040048,0.6190985,0.62130576,0.5900584,0.6259069,0.5358152,0.54833645,0.6203404,0.505669,0.56261593,0.5838082,0.6724244,0.4120139
fxp,0.5198056,0.68858147,0.43930545,0.361528,0.4266819,0.39060798,0.48662657,0.53187984,0.5783036,0.59324455,0.60648847,0.55671984,0.37483498,0.5821977,0.5970829,0.5514963,0.63941014,0.5176497,0.45907092,0.6076143
fya,0.5999942,0.5808972,0.6369813,0.62843287,0.51291907,0.6372667,0.47033533,0.5962639,0.47614256,0.60377306,0.44600362,0.6444111,0.64037645,0.44434956,0.5036891,0.54172254,0.47218415,0.5579593,0.45804483,0.6685195
fyi,0.44466102,0.54741234,0.6216238,0.6200364,0.40046078,0.6057069,0.64219993,0.65884197,0.61726487,0.7792117,0.47086868,0.5971863,0.7096784,0.5966774,0.59183645,0.35163912,0.42767066,0.5249876,0.63274467,0.5978908
fyo,0.68286663,0.6437507,0.42677656,0.40333003,0.60217464,0.37861255,0.6667682,0.52132416,0.62452507,0.40500373,0.5681851,0.63935,0.37155783,0.65262157,0.48530677,0.6803966,0.40524027,0.51732963,0.5588863,0.5333108
fzp,0.5503119,0.48795995,0.51182514,0.5287259,0.4282531,0.5384741,0.45097503,0.45577717,0.4921412,0.4986132,0.55963796,0.57977563,0.53893864,0.52043897,0.5530022,0.54477376,0.58668816,0.5856247,0.41716242,0.6738774
gas,0.39434987,0.41969302,0.44545576,0.5271395,0.4211001,0.48077363,0.4501643,0.46839464,0.4678319,0.49120206,0.4477994,0.45447302,0.49544385,0.56239337,0.43279272,0.45265245,0.37538773,0.54864913,0.58110565,0.38131425
gay,0.5171349,0.37130398,0.480333,0.5058278,0.39612636,0.52795255,0.6057769,0.5516017,0.43696582,0.5435354,0.5211684,0.54677,0.44380683,0.61211896,0.51724267,0.49556533,0.5055697,0.4772389,0.4689575,0.48373502
gaz,0.53360647,0.44410583,0.4658469,0.41615638,0.3332421,0.46277878,0.4543159,0.40573844,0.45694834,0.49321157,0.38524985,0.51224244,0.41125917,0.41108653,0.39418155,0.34637645,0.47052073,0.43370143,0.4185935,0.40152386
gbm,0.4612845,0.39694613,0.28617144,0.4025048,0.41245395,0.35714358,0.32898605,0.4698494,0.29835597,0.40306127,0.32706422,0.30921364,0.32529873,0.24582583,0.34244385,0.30317837,0.24131785,0.36567312,0.42557135,0.32559776
gbq,0.5816872,0.60172427,0.54449636,0.63960797,0.5497249,0.48249462,0.6004591,0.46394238,0.6056403,0.6463054,0.45570245,0.6201431,0.6452591,0.5743892,0.48402897,0.5983653,0.6364178,0.56242085,0.593681,0.4406247
gco,0.6017693,0.5763231,0.46528333,0.5671803,0.59311175,0.5542159,0.5439189,0.4725702,0.40530035,0.4633036,0.5660181,0.4230192,0.3663272,0.5769209,0.4827308,0.5822482,0.51396245,0.52297586,0.5710194,0.644174
gct,0.4951988,0.6238632,0.45279863,0.5618262,0.55414563,0.48736116,0.7069671,0.37960216,0.51345134,0.6100398,0.5091181,0.6098724,0.63999987,0.6113131,0.6529772,0.5420067,0.5060688,0.5760599,0.423083,0.5343768
gdt,0.46315694,0.53712595,0.59028107,0.4524132,0.40571594,0.45437565,0.60349464,0.39157698,0.46627164,0.7410681,0.5204358,0.37910995,0.4014317,0.57407457,0.7064174,0.70239425,0.58802384,0.3480516,0.7180444,0.6679525
gdy,0.6580649,0.5987466,0.66937214,0.5874997,0.5765261,0.45982504,0.4130802,0.64894027,0.45872957,0.35359496,0.40264952,0.44026235,0.47192296,0.63657737,0.43061325,0.7005415,0.3866166,0.48313004,0.36386597,0.71608436
gei,0.36848694,0.43751457,0.40652916,0.37962896,0.41894436,0.36808008,0.3858835,0.4022947,0.33168772,0.38169268,0.4412353,0.38650665,0.3785715,0.42931873,0.37681407,0.39172512,0.360588,0.40534732,0.41353416,0.5013588
gep,0.46554652,0.52827793,0.61537874,0.46356577,0.4726251,0.51631397,0.59215134,0.45793283,0.41660488,0.41478497,0.5293525,0.54117286,0.5408171,0.44667217,0.41617855,0.44816586,0.5687737,0.51351345,0.40888128,0.44446474
geq,0.67826825,0.7222718,0.6736471,0.6041092,0.6613727,0.5022319,0.5711883,0.71719307,0.6574502,0.4640306,0.6936722,0.6970992,0.546757,0.5512545,0.41016054,0.5023063,0.48812237,0.6351678,0.63742167,0.43211797
ggg,0.71922016,0.6479087,0.51430875,0.6717489,0.4119507,0.64708835,0.6340841,0.58814055,0.4936105,0.47143412,0.5886989,0.67230445,0.53691876,0.6946137,0.45181236,0.64882445,0.59613365,0.42442364,0.59916824,0.49921757
ggl,0.6782892,0.44257018,0.6039844,0.7111067,0.7281061,0.4111363,0.46971098,0.5687327,0.49416092,0.3466679,0.642502,0.60690314,0.46374464,0.3519404,0.44392374,0.48918763,0.33430612,0.8377464,0.62599444,0.42841968
ghg,0.54459095,0.5849746,0.49201536,0.3153508,0.6367355,0.6136933,0.3372482,0.7114268,0.5617399,0.5887553,0.42170784,0.34624502,0.65917486,0.51922905,0.51256675,0.5435626,0.74393886,0.58664805,0.6646113,0.70428103
ghh,0.3621432,0.63484395,0.83822024,0.3278329,0.3682907,0.674225,0.5357031,0.4872488,0.57744974,0.3649086,0.31002706,0.6904381,0.390905,0.74411136,0.36187175,0.6203014,0.4726397,0.5856677,0.4949374,0.71332276
gho,0.5337258,0.4924345,0.58474916,0.55728686,0.518196,0.53078717,0.65161544,0.5927894,0.5170794,0.55275625,0.47412077,0.5751915,0.5151265,0.47813657,0.4598497,0.46909305,0.5299558,0.36932057,0.51652455,0.504218
ghq,0.45485392,0.47429332,0.50736463,0.54980165,0.44252726,0.44009492,0.5194527,0.47571483,0.48187932,0.577519,0.50091,0.5527653,0.483419,0.47861296,0.46225044,0.5230655,0.41493818,0.5221774,0.5078459,0.5251766
ghw,0.3371056,0.37186667,0.35608846,0.3620546,0.33883554,0.46135455,0.33207235,0.39059243,0.46307087,0.3381049,0.31699708,0.31733647,0.36124462,0.28238565,0.32766175,0.31514448,0.39892137,0.29155388,0.4060162,0.28566828
gib,0.5714937,0.66601354,0.6191976,0.614876,0.66611826,0.5298661,0.5293058,0.6281171,0.6515636,0.56614316,0.62733644,0.50349927,0.5309382,0.5166041,0.47418377,0.53493685,0.4098037,0.6522993,0.56189716,0.6032571
gij,0.3736827,0.56736296,0.53862846,0.39449498,0.5493232,0.56997126,0.5930337,0.42264348,0.41840163,0.31280348,0.4238413,0.45235726,0.68158317,0.4432832,0.6502795,0.65209025,0.6356128,0.5292997,0.60096174,0.44582745
gio,0.3823511,0.6601564,0.42459363,0.692093,0.43835562,0.7586354,0.6360352,0.48226362,0.4405011,0.3338676,0.4648388,0.46499875,0.56210977,0.6360842,0.41430974,0.35642722,0.58214927,0.51021564,0.6288905,0.4341272
git,0.5744029,0.48059994,0.5500709,0.3993492,0.36307213,0.538036,0.47894084,0.557186,0.549906,0.5063317,0.5526779,0.502071,0.41277856,0.61119205,0.5341419,0.43344104,0.48837996,0.4905051,0.55294186,0.43187073
giv,0.4488233,0.52194107,0.5964523,0.49989852,0.5210288,0.508753,0.5021612,0.48221397,0.43850768,0.5680932,0.5947875,0.53240407,0.527464,0.49579287,0.45710573,0.30133465,0.42113313,0.44924283,0.51841867,0.4247782
giw,0.3577843,0.36948377,0.60319686,0.3028796,0.37072122,0.43038994,0.38359806,0.3574094,0.41337574,0.38240504,0.4842313,0.4331863,0.40514424,0.34098884,0.42430454,0.44090307,0.42561725,0.37701455,0.41431993,0.35616836
